car	marca	modelo	año	cilindrada	estilo	combustibile	transmision	estado	kilometraje	puertas	pagoImpuesto	negociable	recibeVehiculo	fechaIngreso	vecesVisto	comentarios	precio
24166659	Nissan	TIIDA	2009	"1,600 cc"	Hatchback	Gasolina	Manual	Excelente	165000	5	SI	SI	NO	20 de Enero del 2020	Este vehículo ha sido visto 323 veces.	Lindo Nissan Tiida con poco uso	4700000
98489004	Honda	CIVIC	2006	"1,800 cc"	Sedán	Gasolina	Manual	Excelente	ND	4	SI	SI	NO	20 de Enero del 2020	Este vehículo ha sido visto 387 veces.	Como nuevo muy cuidado cola del si y lip trasero con luz	4700000
4587138	Toyota	YARIS	2009	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	ND	4	SI	SI	SI	20 de Enero del 2020	Este vehículo ha sido visto 750 veces.	"EXCELENTE ESTADO, RECIBIMOS Y FINANCIAMOS, CONSULTE Y CON MUCHO GUSTO LE ATENDEMOS."	4700000
64752263	Kia	PICANTO	2015	"1,300 cc"	Hatchback	Gasolina	Manual	Excelente	44750	5	SI	SI	NO	20 de Enero del 2020	Este vehículo ha sido visto 414 veces.		4700000
35923079	Toyota	HILUX	2015	"2,500 cc"	Pickup 4x4	Diesel	Manual	Excelente	115000	3	SI	SI	NO	10 de Febrero del 2020	Este vehículo ha sido visto 1468 veces.	Record de agencia tapicería y accesorios internos como nuevos.	14200000
3159803	BMW	X3 I	2012	"3,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	94000	4	SI	NO	SI	28 de Enero del 2020	Este vehículo ha sido visto 736 veces.	Impecable y hermoso FB: Z MOTORS. Contáctenos x WhatsApp.	12500000
9140167	Mitsubishi	L200 SPORTERO TOP	2015	"2,500 cc"	Pickup 4x4	Diesel	Automática/Dual	Excelente	ND	4	SI	SI	SI	17 de Enero del 2020	Este vehículo ha sido visto 2342 veces.	"CUERO, AUTOMATICO , EXCELENTES CONDICIONES, GARANTIA POR ESCRITO"	14250000
62099979	Mazda	CX3	2018	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	28000	5	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 1556 veces.	Excelente estado - Record de agencia - Disponibilidad de trasladar crédito	14250000
83503403	Volkswagen	AMAROK	2013	"2,000 cc"	Pickup 4x4	Diesel	Manual	Excelente	98000	5	SI	NO	NO	13 de Febrero del 2020	Este vehículo ha sido visto 65 veces.	llantas nuevas pantalla tactil camara  perfecto  estado	14200000
12534902	BMW	X1	2014	200 cc	Todo Terreno 4x2	Diesel	Automática/Dual	Excelente	84000	5	SI	SI	NO	14 de Febrero del 2020	Este vehículo ha sido visto 42 veces.	IMPECABLE. RÉCORD DE AGENCIA .VERSIÓN FULL EXTRAS. TECHO PANORÁMICO. AROS DIECIOCHO	14200000
4676547	Honda	ACCORD	2013	"3,500 cc"	Sedán	Gasolina	Automática/Dual	Excelente	84500	4	SI	SI	SI	23 de Setiembre del 2019	Este vehículo ha sido visto 1651 veces.	EXCELENTE ESTADO - FINANCIAMIENTO DISPONIBLE - PRECIO NEGOCIABLE	14225132
82425351	Audi	Q5	2014	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	94000	5	SI	SI	NO	26 de Enero del 2020	Este vehículo ha sido visto 511 veces.	Excelente estado  - RTV por dos años	13000000
3693147	Jaguar	XE SE	2016	"2,000 cc"	Sedán	Gasolina	Automática/Dual	Muy Bueno	51500	5	SI	SI	SI	04 de Febrero del 2020	Este vehículo ha sido visto 486 veces.	Record de Agencia. Financiamiento disponible. Muy económico. Motor Turbo.	14242800
3008722	Audi	Q5	2015	"2,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	94000	5	SI	NO	SI	15 de Febrero del 2020	Este vehículo ha sido visto 445 veces.	ochocientos kms xtanque es DIESEL llantas nuevas IMPECABLE sin fugas sin errores no paga traspaso	13728000
41092905	Isuzu	DMAX	2014	"3,000 cc"	Pickup 4x4	Diesel	Manual	Excelente	72000	4	SI	NO	NO	17 de Enero del 2020	Este vehículo ha sido visto 800 veces.	Unico dueño vehículo familiar nunca de trabajo excelente estado muy bien cuidado no recibo solo vent	14250000
50706700	Nissan	FRONTIER NP300	2017	"2,500 cc"	Pickup 4x4	Diesel	Manual	Excelente	38000	2	SI	SI	NO	24 de Enero del 2020	Este vehículo ha sido visto 751 veces.	Excelente estado. Un solo dueño. Aros originales.poco kilometraje. Uso personal y muy bien cuidado	14250000
52152320	BMW	I3 REX	2014	650 cc	Hatchback	Eléctrico	Automática/Dual	Excelente	48000	4	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 1334 veces.	Placa verde. Sin restricción ni pago de parquimetros. Autonomía ilimitada range extender. Financiado	14250000
50668540	Isuzu	QKR	2018	"2,800 cc"	Camión 4.0-4.5 ton.	Diesel	Manual	Excelente	63000	2	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 263 veces.	Camión como nuevo Excelenete estado Completamente al día	14250000
50426452	Mitsubishi	OUTLANDER	2017	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	18000	5	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 235 veces.	único dueño record agencia rtv localizador satelital	14250000
69572322	Nissan	PATHFINDER	2014	"3,600 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	94000	5	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 202 veces.	Vehículo en perfecto estado - se vende xq no sé utiliza- super full extras	14000000
41654347	Chevrolet	TRAX	2014	"1,800 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	58900	5	SI	SI	NO	31 de Enero del 2020	Este vehículo ha sido visto 525 veces.	Perfecto estado	7800000
7848366	Toyota	LAND CRUISER PRADO VX	2002	"3,000 cc"	Todo Terreno 4x4	Diesel	Manual	Excelente	311210	4	SI	SI	SI	04 de Febrero del 2020	Este vehículo ha sido visto 464 veces.	"Ocho pasajeros, muy cuidado, precio negociable."	7800000
69671364	Toyota	YARIS G	2014	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	166000	5	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 141 veces.	Vehículo en excelente estado lo tengo en Pérez Zeledón	7800000
18836530	Hyundai	TUCSON	2012	"2,000 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	44200	5	SI	SI	NO	05 de Febrero del 2020	Este vehículo ha sido visto 89 veces.	El vehiculo tiene muy poco uso y es una excelente oportunidad de tener un Tucson.	7800000
18727875	Toyota	YARIS	2016	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	56000	5	SI	SI	NO	07 de Febrero del 2020	Este vehículo ha sido visto 147 veces.	Excelente estado récord de agencia.	7800000
18719297	Hyundai	TUCSON	2012	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	72000	4	SI	SI	NO	09 de Febrero del 2020	Este vehículo ha sido visto 191 veces.	En muy buen Estado. Escribir por WhatsApp	7800000
69630559	Toyota	YARIS	2016	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	72000	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 103 veces.		7800000
50025941	Toyota	RAV4	2009	"2,400 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	101000	5	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 65 veces.	El vehículo ha tenido dos dueños por lo que se le ha dado un buen mantenimiento para su uso óptimo	7800000
12628571	Toyota	RAV4	2010	"2,400 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	105000	5	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 63 veces.	"Poco Uso Excelentes Condiciones. Pantalla, Racks Originales."	7800000
12879254	Toyota	HILUX	2012	"2,500 cc"	Pickup 4x2	Diesel	Manual	Excelente	149000	2	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 294 veces.	El carro esta en muy bien cuidado solo yo lo manejo y esta muy bien	7800000
54934584	Fiat	ARGO CRONOS	2018	"1,300 cc"	Hatchback	Gasolina	Manual	Excelente	45000	5	SI	NO	NO	11 de Febrero del 2020	Este vehículo ha sido visto 149 veces.	Mantenimiento de Agencia. Excelente estado. Radio con Android Auto o Apple Car	7800000
51552124	Kia	RIO	2017	"1,400 cc"	Sedán	Gasolina	Automática/Dual	Excelente	45700	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 74 veces.		7800000
7310244	Toyota	HILUX	2018	"2,400 cc"	Todo Terreno 4x4	Diesel	Manual	Excelente	94000	5	SI	SI	SI	30 de Enero del 2020	Este vehículo ha sido visto 2183 veces.	"AROS DE LUJO ,luces led IMPECABLE ,RECIBO FINANCIO"	16990000
26044310	Toyota	HILUX	2017	"2,500 cc"	Pickup 4x2	Diesel	Manual	Excelente	320000	2	SI	NO	NO	11 de Febrero del 2020	Este vehículo ha sido visto 250 veces.	Hilux en excelentes condiciones nada que hacerle	7800000
2853001	Volkswagen	PASSAT	2012	"2,000 cc"	Sedán	Gasolina	Automática/Dual	Excelente	99000	4	SI	SI	SI	04 de Febrero del 2019	Este vehículo ha sido visto 7028 veces.	"Recibo, Financio, Impecable"	7371000
3884194	Isuzu	DMAX	2011	"2,500 cc"	Pickup 4x2	Diesel	Manual	Excelente	209007	2	SI	SI	SI	01 de Febrero del 2020	Este vehículo ha sido visto 1130 veces.	AL DÍA-GARANTÍA X ESCRITO-RECIBO-FINANCIO-autossantodomingocr ABIERTO LOS DOMINGOS	7375000
2022924	Fiat	500 LOUNGE	2016	"1,400 cc"	Sedán	Gasolina	Automática/Dual	Excelente	52271	2	SI	SI	NO	03 de Diciembre del 2019	Este vehículo ha sido visto 1858 veces.	"www.autocarcr, como nuevo, buen estado."	7378800
2682182	Ssang	Yong ACTYON SPORT	2012	"2,000 cc"	Pickup 4x4	Diesel	Automática/Dual	Excelente	89000	4	SI	SI	SI	23 de Diciembre del 2019	Este vehículo ha sido visto 1375 veces.	"Veinsa Usados, recibimos, financiamos, contactenos."	7360000
7311444	Hyundai	ACCENT	2017	"1,600 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	98120	4	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 135 veces.	FINANCIAMIENTO DISPONIBLE	7364374
6552950	Hyundai	ACCENT	2016	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	86589	4	SI	SI	SI	06 de Febrero del 2020	Este vehículo ha sido visto 124 veces.	FINANCIAMIENTO DISPONIBLE	7364374
5931736	Peugeot	3008	2015	"1,600 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	73000	4	SI	NO	SI	04 de Febrero del 2020	Este vehículo ha sido visto 398 veces.	"Veinsa Usados, recibimos, financiamos. MODELO EN LIQUIDACIÓN"	7375000
4009654	Hyundai	TUCSON	2011	"2,400 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	117000	4	SI	SI	NO	15 de Febrero del 2020	Este vehículo ha sido visto 23 veces.	"IMPECABLE,COMO NUEVO,TITULO LIMPIO,CERO ACCIDENTES, LE HACEMOS EL CARFAX"	7375000
4733510	Audi	A4	2011	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	98043	4	SI	NO	SI	18 de Diciembre del 2019	Este vehículo ha sido visto 1802 veces.	Vehículo en buen estado y al día.Se vende al tipo de cambio del BAC y no de crautos.	7378800
6489471	Hyundai	GRAND I10	2017	"1,000 cc"	Sedán	Gasolina	Manual	Excelente	ND	4	SI	NO	NO	19 de Enero del 2020	Este vehículo ha sido visto 455 veces.	AUTOMOVIL	7378800
7370785	Hyundai	GRAND I10	2017	"1,000 cc"	Sedán	Gasolina	Manual	Excelente	ND	4	SI	NO	NO	19 de Enero del 2020	Este vehículo ha sido visto 463 veces.	AUTOMOVIL	7378800
4801606	Hyundai	GRAND I10	2017	"1,000 cc"	Sedán	Gasolina	Automática/Dual	Excelente	85000	4	SI	NO	NO	19 de Enero del 2020	Este vehículo ha sido visto 608 veces.	AUTOMOVIL	7378800
5864575	Hyundai	ACCENT	2016	"1,400 cc"	Sedán	Gasolina	Manual	Excelente	92310	4	SI	NO	NO	21 de Enero del 2020	Este vehículo ha sido visto 355 veces.	AUTOMOVIL	7378800
6121801	Hyundai	GRAND I10	2017	"1,000 cc"	Sedán	Gasolina	Manual	Excelente	ND	4	SI	NO	NO	22 de Enero del 2020	Este vehículo ha sido visto 349 veces.	AUTOMOVIL	7378800
6156900	Hyundai	ACCENT	2016	"1,400 cc"	Sedán	Gasolina	Manual	Excelente	93814	4	SI	NO	NO	23 de Enero del 2020	Este vehículo ha sido visto 302 veces.	AUTOMOVIL	7378800
62402371	Hyundai	GRAND STAREX	2010	"2,500 cc"	Microbús/Minivan	Diesel	Automática/Dual	Excelente	89000	5	SI	SI	NO	03 de Febrero del 2020	Este vehículo ha sido visto 864 veces.	Motor Crdi - roof rack - once pasajeros - uso familiar	8200000
18969141	Suzuki	ERTIGA	2017	"1,400 cc"	Station Wagon	Gasolina	Manual	Excelente	52000	4	SI	SI	NO	05 de Febrero del 2020	Este vehículo ha sido visto 525 veces.	Forros en microcuero y todas las revisiones de agencia y Racks	8200000
95233470	Toyota	YARIS	2017	"1,500 cc"	Hatchback	Gasolina	Manual	Excelente	24000	4	SI	NO	NO	06 de Febrero del 2020	Este vehículo ha sido visto 541 veces.		8200000
49458723	Hyundai	TUCSON GLS	2011	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	115000	4	SI	SI	SI	10 de Febrero del 2020	Este vehículo ha sido visto 497 veces.	impecable por cualquier parte versión full de agencia grupo Q no perderá su tiempo se puede recibir	8200000
98264844	Hyundai	ELANTRA LE	2016	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	11223	4	SI	SI	NO	27 de Enero del 2020	Este vehículo ha sido visto 537 veces.	PARA INSCRIBIR IMPECABLE PRECIO NEGOCIABLE FULL PAQUETE ELÉCTRICO AUTOMÁTICO DUAL	8225000
30453112	Toyota	RAV4	2011	"2,400 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	107000	5	SI	SI	NO	03 de Febrero del 2020	Este vehículo ha sido visto 216 veces.	Muchas extras mantenimiento en agencia poco kilometraje aire climatizado alfombras de bandeja	8200000
57387649	Hyundai	TUCSON	2013	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	100030	4	SI	SI	NO	03 de Febrero del 2020	Este vehículo ha sido visto 287 veces.	Excelente estado segundo dueño	8200000
34358936	Toyota	YARIS S	2017	"1,500 cc"	Hatchback	Gasolina	Manual	Muy Bueno	38000	4	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 195 veces.	VERSION SPORT FULL EXTRAS	8200000
64459234	Nissan	SENTRA	2015	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Muy Bueno	77500	5	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 112 veces.	Excelente estado.Solo algunos defectos en carrocería.	8200000
42999412	Mitsubishi	MONTERO	2005	"2,800 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	138000	5	SI	NO	NO	07 de Febrero del 2020	Este vehículo ha sido visto 144 veces.	Muy cuidado todo original está en Zarcero	8200000
6853251	Hyundai	ELANTRA	2015	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	31000	4	SI	SI	SI	10 de Febrero del 2020	Este vehículo ha sido visto 79 veces.	"Gas LPG original demasiado económico , Recibo Financiamiento!!"	8200000
75405107	Hyundai	TUCSON	2012	"2,400 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	122800	5	SI	SI	NO	10 de Febrero del 2020	Este vehículo ha sido visto 92 veces.	perfecto estado muy bien cuidado	8200000
50565263	Suzuki	GRAND VITARA	2010	"2,400 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	113000	4	SI	NO	NO	10 de Febrero del 2020	Este vehículo ha sido visto 79 veces.	Cuatro Cilindros poco km. No cambio. Exc RTV al día y Libre de Gravámenes	8200000
1951448	Hyundai	TUCSON	2011	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	ND	5	SI	SI	SI	11 de Febrero del 2020	Este vehículo ha sido visto 101 veces.	completamente al día recibo y financio garantía por escrito www.chitocars	8200000
6503236	Mitsubishi	LANCER GLS	2017	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	49512	4	SI	NO	NO	04 de Febrero del 2020	Este vehículo ha sido visto 210 veces.	"EXCELENTE ESTADO, FINAC -REC  MAS GASTOS"	8221500
7136761	Honda	CITY	2014	"1,500 cc"	Sedán	Gasolina	Automática/Dual	Excelente	92800	4	SI	SI	NO	22 de Enero del 2020	Este vehículo ha sido visto 742 veces.	Motores Britanicos Cartago. Venta de vehículos usados con gran respaldo confianza y liderazgo en la	8352000
4449072	Ssang	Yong KORANDO	2017	"2,000 cc"	Todo Terreno 4x2	Diesel	Automática/Dual	Excelente	27300	4	SI	NO	SI	25 de Junio del 2019	Este vehículo ha sido visto 6287 veces.	Impecable y Hermoso - FB: Z MOTORS. Contáctenos x WhatsApp!!!	8400000
6337247	BMW	X5	2015	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	94000	4	SI	NO	NO	17 de Junio del 2019	Este vehículo ha sido visto 2858 veces.		27456000
38101725	Hyundai	H1	2010	"2,500 cc"	Microbús/Minivan	Diesel	Manual	Excelente	114000	5	SI	SI	NO	23 de Enero del 2020	Este vehículo ha sido visto 698 veces.	Vehículo Familiar doce pasajeros	8400000
2532018	Kia	BONGO	2014	"3,000 cc"	Camión 1.0-3.5 ton.	Diesel	Manual	Excelente	60000	2	SI	SI	SI	12 de Febrero del 2020	Este vehículo ha sido visto 65 veces.	"Para inscribir en Exclente estado, Recibo!!!"	8350000
9229991	Honda	CITY EX	2014	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	59000	4	SI	SI	NO	31 de Julio del 2019	Este vehículo ha sido visto 1764 veces.	"EXCELENTE ESTADO, DOS DUEÑOS. RÉCORD DE AGENCIA. LLANTAS NUEVAS. PANTALLA TÁCTIL, MIRROR CON CELULAR"	8368330
3859592	JAC	HFC 1035 KN	2017	"2,800 cc"	Pickup 4x2	Diesel	Manual	Excelente	28500	2	SI	NO	NO	05 de Noviembre del 2019	Este vehículo ha sido visto 1450 veces.	Llantas nuevas rtv por dos años marchamo incluido	8368330
4368448	Renault	DUSTER	2013	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	ND	4	SI	NO	NO	14 de Noviembre del 2019	Este vehículo ha sido visto 1276 veces.	"VERSION NACIONAL, VIDRIOS Y ESPEJOS ELECTRICOS, CONTROL DE AUDIO EN EL VOLANTE, AROS DE LUJO"	8368330
39786896	Mercedes	Benz G400	2007	"4,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	94000	5	SI	SI	SI	13 de Enero del 2020	Este vehículo ha sido visto 970 veces.	Biturbo poco kilometraje excelente estado	33000000
51171668	Nissan	XTRAIL	2013	"2,500 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	126500	5	SI	SI	NO	02 de Febrero del 2020	Este vehículo ha sido visto 239 veces.	"Excelente estado, pagadero, racks, luces led, aros  originales dieciocho, llantas nuevas"	8375000
5525475	Hyundai	PORTER H1	2011	"2,500 cc"	Camión 1.0-3.5 ton.	Diesel	Manual	Excelente	54574	2	SI	SI	SI	05 de Febrero del 2020	Este vehículo ha sido visto 135 veces.	AL DÍA-GARANTÍA X ESCRITO-RECIBO-FINANCIO-autossantodomingocr ABIERTO LOS DOMINGOS	8375000
30438163	Toyota	COROLLA LE	2016	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	64000	4	SI	NO	NO	06 de Diciembre del 2019	Este vehículo ha sido visto 1281 veces.	Versión Americana listo para inscribir hoja de RTV sin faltas excelente estado	8400000
2599593	Land	Rover RANGE ROVER VOGUE	2015	"3,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	94000	4	SI	NO	NO	12 de Febrero del 2020	Este vehículo ha sido visto 583 veces.	EXCELENTE MANTENIMIENTO...MUY CUIDADO..NO RECIBO...GARANTIA...IMPECABLE...VOGUE SUPERCHARGED	47476000
76966808	Chevrolet	CORVETTE	1990	"5,700 cc"	Hatchback	Gasolina	Manual	Excelente	97000	3	SI	SI	NO	23 de Enero del 2020	Este vehículo ha sido visto 532 veces.	V. Greenwood- frenos de cerámica- muy cuidado-filtros KN- juego de aros extra- Targa.	8400000
41680075	Hyundai	ELANTRA LIMITED	2015	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	55000	4	SI	SI	NO	24 de Enero del 2020	Este vehículo ha sido visto 433 veces.	Full extras Limited totalmente al dia Marchamortv hasta dos mil veintiuno	8400000
27716191	Ford	F150	2001	"5,400 cc"	Pickup 4x4	Gasolina	Automática/Dual	Excelente	125000	4	SI	SI	NO	12 de Febrero del 2020	Este vehículo ha sido visto 318 veces.	Version Super Crew-Lariat   Doy garantía por escrito. S.A. no paga traspaso	7500000
94621694	Toyota	YARIS	2012	"1,400 cc"	Sedán	Gasolina	Manual	Excelente	75000	4	SI	NO	NO	10 de Febrero del 2020	Este vehículo ha sido visto 44 veces.	KILOMETRAJE REAL UNICO DUEÑO	7500000
61991715	Nissan	FRONTIER	2006	"2,500 cc"	Pickup 4x2	Gasolina	Manual	Muy Bueno	113000	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 68 veces.	forros en asientos mataburro negociable racks llantas mt	7500000
32790847	Suzuki	CIAZ	2016	"1,400 cc"	Sedán	Gasolina	Automática/Dual	Excelente	90000	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 108 veces.	Totalmente al día. Sacado de agencia. Único dueño en el país. Firma inmediata. NEGOCIABLE.	7500000
59519249	Suzuki	VITARA	2012	"1,600 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	110000	3	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 80 veces.		7500000
44440782	Audi	A4	2011	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Muy Bueno	64000	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 281 veces.		7500000
3589314	Mitsubishi	MONTERO	2004	"2,800 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	120000	4	SI	SI	SI	12 de Febrero del 2020	Este vehículo ha sido visto 91 veces.	Se Recibe y se Financia siete pasajeros	7500000
93670051	Hyundai	SANTA FE	2012	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	165000	5	SI	NO	NO	12 de Febrero del 2020	Este vehículo ha sido visto 107 veces.		7500000
82655312	Mitsubishi	ASX	2012	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	140000	5	SI	SI	NO	12 de Febrero del 2020	Este vehículo ha sido visto 105 veces.	Racks y Llantas nuevas excelente estado como nuevo	7500000
17241459	Hyundai	HD45	2012	"2,600 cc"	Camión 1.0-3.5 ton.	Diesel	Manual	Excelente	168	2	SI	NO	NO	12 de Febrero del 2020	Este vehículo ha sido visto 43 veces.	PRECIO NEGOCIABLE. NO SE RECIBE NI SE HACEN CAMBIOS.	7500000
65153633	JMC	N350	2013	"2,400 cc"	Todo Terreno 4x2	Diesel	Manual	Excelente	75000	5	SI	SI	NO	12 de Febrero del 2020	Este vehículo ha sido visto 63 veces.	perfecto estado gasto de combustible es super económico maquina en general perfecto estado	7500000
14745604	Hino	DUTRO	2006	"4,009 cc"	Camión 5.0-7.5 ton.	Diesel	Manual	Excelente	100	2	SI	SI	NO	12 de Febrero del 2020	Este vehículo ha sido visto 55 veces.	Excelente estado llantas nuevas	7500000
14710438	Kia	K2700	2015	"2,700 cc"	Pickup 4x4	Diesel	Manual	Bueno	87500	4	SI	SI	NO	12 de Febrero del 2020	Este vehículo ha sido visto 75 veces.		7500000
71132019	Toyota	RAV4 LIMITED	2008	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	180000	5	SI	SI	NO	12 de Febrero del 2020	Este vehículo ha sido visto 80 veces.	Llantas nuevasAT version full	7500000
41924874	Toyota	RAV4	2008	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	159000	5	SI	SI	NO	13 de Febrero del 2020	Este vehículo ha sido visto 48 veces.	Excelente estado-Aros-Alarma-Recibo y financio	7500000
95046229	Mercedes	Benz C200	2012	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	123000	4	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 928 veces.	Esta como nuevo no tiene ningún detalle por corregir Poco uso	9000000
16383212	Mitsubishi	OUTLANDER	2014	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	59700	4	SI	SI	NO	24 de Enero del 2020	Este vehículo ha sido visto 482 veces.	ESTA SOLO BUENO LLAME Y NEGOCIAMOS	9000000
94584194	Suzuki	BALENO	2018	"1,400 cc"	Sedán	Gasolina	Automática/Dual	Excelente	27000	5	SI	SI	NO	24 de Enero del 2020	Este vehículo ha sido visto 399 veces.	Mantenimiento de agencia garantia vigente full extras	9000000
14627457	Subaru	IMPREZA WRX STI	1999	"2,000 cc"	Sedán	Gasolina	Manual	Excelente	208000	4	SI	SI	SI	24 de Enero del 2020	Este vehículo ha sido visto 1217 veces.	Type RA Limited Version V	9000000
18512295	Hyundai	SANTA FE GL	2014	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	107000	4	SI	NO	NO	26 de Enero del 2020	Este vehículo ha sido visto 1114 veces.	Cinco pasajeros	9000000
97497494	Hyundai	HD65	2013	"3,900 cc"	Camión 1.0-3.5 ton.	Diesel	Manual	Muy Bueno	200000	2	SI	SI	SI	26 de Enero del 2020	Este vehículo ha sido visto 284 veces.	muy buen estado negociable en efectivo	9000000
87004450	Hyundai	TUCSON GL	2013	"2,000 cc"	Todo Terreno 4x4	Diesel	Manual	Excelente	173413	4	SI	NO	NO	27 de Enero del 2020	Este vehículo ha sido visto 467 veces.	Muy buen estado.	9000000
7955609	Ford	EDGE	2011	"3,500 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	130000	5	SI	SI	SI	27 de Enero del 2020	Este vehículo ha sido visto 355 veces.	se recibe vehiculo financiamiento disponible	9000000
2672529	Land	Rover RANGE ROVER SPORT SE	2013	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	94147	4	SI	SI	SI	27 de Enero del 2020	Este vehículo ha sido visto 950 veces.	MAS GASTOS DE TRASPASO	17390720
53141064	Hyundai	SANTA FE	2014	"2,400 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	95000	5	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 548 veces.	EXC ESTADO Y MATENIMIENTO ESCUCHO OFERTAS RECIBO	9000000
27222850	Honda	CIVIC SI	2012	"2,400 cc"	Sedán	Gasolina	Manual	Excelente	109000	4	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 205 veces.		9000000
2312738	Toyota	LAND CRUISER VX	2012	"4,500 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	94155	4	SI	SI	SI	31 de Enero del 2020	Este vehículo ha sido visto 830 veces.	"IMPECABLE, EL MEJOR PRECIO DEL MERCADO, SUSPENCION OLD MAN EMU, SNORKEL, RACKS."	35504929
